Year,data
1990,28.57142857
1991,35.71428571
1992,35.71428571
1993,35.71428571
1994,42.85714286
1995,42.85714286
1996,50
1997,50
1998,50
1999,57.14285714
2000,57.14285714
2001,57.14285714
2002,57.14285714
2003,64.28571429
2004,64.28571429
2005,71.42857143
2006,71.42857143
2007,71.42857143
2008,71.42857143
2009,71.42857143
2010,71.42857143
2011,71.42857143
2012,78.57142857
