Year,data
2000,83495.23967
2001,83413.4263
2002,83296.72327
2003,83184.89797
2004,83006.55306
2005,82866.48013
2006,82744.70265
2007,82616.51754
2008,82465.54964
2009,82255.47272
2010,82097.67802
2011,81988.73737
2012,81848.86999
2013,81665.13
2014,81489.74
