Year,Data
2001,13355796
2002,16454113
2003,14475972
2004,19910259
2005,18099875
2006,17651532
2007,18389190
2008,18612119
2009,16993348
2010,18554456
2011,17580381
2012,23534106
2013,20643867
2014,23734619
2015,19624016
2016,29676890
