year,50%
1901,7.305897436
1905,7.387730858
1910,7.507967588
1915,7.569743087
1920,7.506422543
1925,7.529512395
1930,7.53072023
1935,7.476007936
1940,7.479282305
1945,7.433500954
1950,7.417396967
1955,7.413723298
1960,7.354748618
1965,7.335027226
1970,7.366711039
1975,7.298980217
1980,7.281035783
1985,7.267385446
1990,7.283005025
1995,7.266699294
2000,7.22665242
2005,7.26348572
