Year,data
1990,11.29032258
1991,11.29032258
1992,11.29032258
1993,12.90322581
1994,12.90322581
1995,14.51612903
1996,14.51612903
1997,14.51612903
1998,16.12903226
1999,16.12903226
2000,17.74193548
2001,19.35483871
2002,20.96774194
2003,22.58064516
2004,24.19354839
2005,24.19354839
2006,25.80645161
2007,25.80645161
2008,25.80645161
2009,29.03225806
2010,32.25806452
2011,32.25806452
2012,37.09677419
