Year,data
1990,20.51186649
1991,21.83230098
1992,22.83059295
1993,24.18123442
1994,25.15899772
1995,26.32305699
1996,27.76369548
1997,29.64058643
1998,31.22438459
1999,32.43732392
2000,33.6357206
2001,34.53049488
2002,36.30723167
2003,37.1489208
2004,37.9981151
2005,38.44251228
2006,38.8552224
2007,39.58695866
2008,40.10541861
2009,40.58100568
2010,40.85570204
2011,40.93342026
2012,41.08576127
